0,100
200,0
1175,0
1175,200
1100,500
1100,550
1250,950
1000,1300
900,1400
800,1400
850,1025
800,1025
575,1275
600,1350
550,1350
450,1250
250,1300
250,1350
300,1450
250,1600
100,1600
50,1600
100,1400
100,1350
0,1350
